Original Title,Link,Original Description,Publication Date,Original Language,Category,Subcategory,Location,Translated Title,Translated Description,Entity,Count,Latitude,Longitude,Country,Sadness,Joy,Surprise,Anticipation,Fear,Anger,Trust,Disgust,Entity_all
HCB doa quatro milhões de meticais às vítimas do Idai 40 m,http://opais.sapo.mz/hcb-doa-quatro-milhoes-de-meticais-as-vitimas-do-idai,"A Hidroeléctrica de Cahora Bassa (HCB), através do INGC, canalizou uma quantia de quatro milhões de meticais em resposta à situação crítica vivida no Centro do país. A quantia visa prestar apoio às populações afectadas pelo ciclone Idai que assolam as províncias de Sofala, Manica e Zambézia,....",2019-03-18 18:43:00,pt,NaturalDisasters,"['AgricultureRuralDevelopment', 'NaturalDisasters']",-20.0749 34.719261,Hcb doa four million meticais victims of Idai 40 m,Hcb doa four million meticais victims of Idai 40 m,['Celso Correia'],1,-20.0749,34.719261,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Celso Correia']
Chamisa visits Cyclone ravaged Manicaland takes aim at Mnangagwa,https://www.reportfocusnews.com/african-news/zimbabwe/chamisa-visits-cyclone-ravaged-manicaland-takes-aim-at-mnangagwa/,Chimanimani- Movement for Democratic Change President Nelson Chamisa paid a visit to areas affected by cyclone idai in Manicaland province to make an assessment as well as donate goods to affected families. Addressing members of the media Chamisa said there was need to revamp and equip the Civil Protection Unit (CPU) as it was under resourced.,2019-03-18 18:38:00,en,NaturalDisasters,"['CivilProtection', 'NaturalDisasters']",-19.76582 32.41959,Hcb doa four million meticais victims of Idai 40 m,Hcb doa four million meticais victims of Idai 40 m,"['Civil Protection', 'Nelson Chamisa', 'Emmerson Mnangagwa', 'Democratic Change']",1,-19.76582,32.41959,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Civil Protection', 'Nelson Chamisa', 'Emmerson Mnangagwa', 'Democratic Change']"
PR Nyusi anuncia mobilização de meios aéreos para assistir vítimas do ciclone “IDAI”,http://www.folhademaputo.co.mz/pt/noticias/nacional/pr-nyusi-anuncia-mobilizacao-de-meios-aereos-para-assistir-vitimas-do-ciclone-idai/,"Nyusi iniciou ontem uma visita à região centro do país, que foi afectada severamente pelo ciclone IDAI. Aliás, as cheias e inundações resultantes levaram o Presidente da República a interromper a visita de Estado que vinha efectuando desde sexta-feira ao vizinho Reino de Eswatini, antiga Swazilândia.",2019-03-18 16:38:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Pr Nyusi announces mobilization of out-of-water equipment to assist victims of cyclone “IDAI”,Pr Nyusi announces mobilization of out-of-water equipment to assist victims of cyclone “IDAI”,"['Red Cross', 'Daviz Simango']",1,-19.8273,34.8361,Mozambique,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,"['Red Cross', 'Daviz Simango']"
PR encurta visita ao Eswatini para visitar zona afectada pelo ciclone IDAI,http://www.folhademaputo.co.mz/pt/noticias/nacional/pr-encurta-visita-ao-eswatini-para-visitar-zona-afectada-pelo-ciclone-idai/,"O Presidente da República, Filipe Jacinto Nyusi, encurta a sua visita de Estado que vinha efectuando de 15 a 17 de Março de 2019, ao Reino de Eswatini, para visitar de 17 a 18 do corrente mês, à região Centro de Moçambique afectada pelo Ciclone IDAI.

MAPUTO- Durante a sua estadia no centro do País,....",2019-03-18 16:38:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Pr shortens visit to visit Eswatini IDAI area affected by cyclone,Pr shortens visit to visit Eswatini IDAI area affected by cyclone,"['Manuel Rodrigues', 'Alberto Ricardo', 'Abdul Razzak', 'Filipe Jacinto Nyusi', 'João Machatine']",1,-19.8273,34.8361,Mozambique,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,"['Manuel Rodrigues', 'Alberto Ricardo', 'Abdul Razzak', 'Filipe Jacinto Nyusi', 'João Machatine']"
Population flee flash floods and mudslides destroying villages in ...,https://clubofmozambique.com/news/population-flee-flash-floods-and-mudslides-destroying-villages-in-central-mozambique/,"Glória Pedro saw her two houses swallowed by mud and water in Chiluvo, a village in the centre of Mozambique, when Cyclone Idai and floods ravaged the region from Thursday night onwards. “What alerted me was the noise,” said the 34-year-old Mozambican, who lives in a village where, as in so much of....",2019-03-18 15:43:00,en,NaturalDisasters,"['Agriculture', 'NaturalDisasters']",-18.929501 32.900909,Pr shortens visit to visit Eswatini IDAI area affected by cyclone,Pr shortens visit to visit Eswatini IDAI area affected by cyclone,"['Chinese company', 'Filipe Nyusi']",1,-18.929501,32.900909,Mozambique,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,"['Chinese company', 'Filipe Nyusi']"
Chamisa descends in Cyclone Idai hit areas kills as 89 reported killed,https://www.thezimbabwemail.com/zimbabwe/chamisa-descends-in-cyclone-idai-hit-areas-kills-as-89-reported-killed/,MDC leader Nelson Chamisa is expected to arrive in Manicaland on Monday to assist victims of Cyclone Idai which has claimed 82 lives. “I’m in Chimanimani and Chipinge today to assess the extent of cyclone Ida devastating effects and pay condolences to bereaved families. We will also assist some of those in need of food and blankets.,2019-03-18 14:19:00,en,NaturalDisasters,['NaturalDisasters'],-19.0611643909813 32.3975133576342,Pr shortens visit to visit Eswatini IDAI area affected by cyclone,Pr shortens visit to visit Eswatini IDAI area affected by cyclone,"['Civil Protection', 'Nelson Chamisa', 'Perence Shiri']",1,-19.0611643909813,32.3975133576342,Zimbabwe,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,"['Civil Protection', 'Nelson Chamisa', 'Perence Shiri']"
St Charles Lwanga Students Still Stranded?,https://www.zimeye.net/2019/03/18/st-charles-lwanga-students-still-stranded/,"By Own Correspondent- A parent of one of the students at St Charles Lwanga Boys High has revealed that she is yet to be reunited with her son claiming that contrary to claims that the pupils had been rescued by the army, the students were yet to be taken to Chipinge.",2019-03-18 13:59:00,en,NaturalDisasters,['NaturalDisasters'],-18.97476 32.65556,Pr shortens visit to visit Eswatini IDAI area affected by cyclone,Pr shortens visit to visit Eswatini IDAI area affected by cyclone,['Charles Lwanga'],1,-18.97476,32.65556,Zimbabwe,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,['Charles Lwanga']
Subiu para 74 número de mortos vítimas do ciclone Idai em Manica e Sofala 27 m,http://opais.sapo.mz/subiu-para-74-numero-de-mortos-vitimas-do-ciclone-idai-em-manica-e-sofala,"O número de mortos vítimas do ciclone Idai subiu para 74 nas províncias de Manica e Sofala. Os dados foram actualizados hoje em Maputo na reunião do Conselho Técnico do INGC. Ainda no encontro, a Directoria-geral do INGC, Augusta Maíta, fez saber que o Governo já disponibilizou cerca de 300 milhões de meticais para assistência às vítimas.",2019-03-18 13:05:00,pt,NaturalDisasters,['NaturalDisasters'],-20.0749 34.719261,Rose to 74 number of deaths cyclone victims Idai in Manica and Sofala 27 m,Rose to 74 number of deaths cyclone victims Idai in Manica and Sofala 27 m,[],1,-20.0749,34.719261,Mozambique,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,[]
Civil Protection Unit Discourages People From Visiting Chimanimani And Chipinge Moments After Chamisa Said He is Visiting Affected Areas,https://www.zimeye.net/2019/03/18/civil-protection-unit-discourages-people-from-visiting-chimanimani-and-chipinge-moments-after-chamisa-said-he-is-visiting-affected-areas/,"In a rather shocking move, the Civil Protection Unit has discouraged people from visiting Chimanimani saying increased traffic will cause congestion and disturb transportation of relief supplies. This came after MDC leader Nelson Chamisa tweeted that he was on his way to Chimanimani and Chipinge to....",2019-03-18 11:58:00,en,NaturalDisasters,"['NaturalDisasters', 'CivilProtection']",,Rose to 74 number of deaths cyclone victims Idai in Manica and Sofala 27 m,Rose to 74 number of deaths cyclone victims Idai in Manica and Sofala 27 m,"['Civil Protection', 'Nelson Chamisa']",1,,,,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,"['Civil Protection', 'Nelson Chamisa']"
Chamisa descends in Chimanimani as Cyclone Idai kills 82,https://bulawayo24.com/news/national/158465,"MDC leader Nelson Chamisa is expected to arrive in Manicaland on Monday to assist victims of Cyclone Idai which has claimed 82 lives. ""I'm in Chimanimani and Chipinge today to assess the extent of cyclone Ida devastating effects and pay condolences to bereaved families. We will also assist some of those in need of food and blankets.",2019-03-18 09:32:00,en,NaturalDisasters,['NaturalDisasters'],-19.0611643909813 32.3975133576342,Rose to 74 number of deaths cyclone victims Idai in Manica and Sofala 27 m,Rose to 74 number of deaths cyclone victims Idai in Manica and Sofala 27 m,"['Civil Protection', 'Nelson Chamisa', 'Perence Shiri']",1,-19.0611643909813,32.3975133576342,Zimbabwe,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,"['Civil Protection', 'Nelson Chamisa', 'Perence Shiri']"
Telefonias móveis buscam soluções para restabelecer linhas de comunicação na Beira 31 m,http://opais.sapo.mz/telefonias-moveis-buscam-solucoes-para-restabelecer-linhas-de-comunicacao-na-beira,"Devido ao ciclone Idai que afectou o centro e norte do país, com maior enfoque para a província de Sofala, as linhas de comunicação foram interrompida. As telefonias móveis estão a envidar esforços para o rápido restabelecimento das linhas de comunicação.",2019-03-18 09:12:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Mobile phones seek solutions to restore communication lines in Beira 31 m,Mobile phones seek solutions to restore communication lines in Beira 31 m,[],1,-19.8273,34.8361,Mozambique,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,[]
PR encurta Visita ao Reino de Eswatini e visita zonas afectadas pelo ciclone,http://www.portaldogoverno.gov.mz/por/Imprensa/Noticias/PR-encurta-Visita-ao-Reino-de-Eswatini-e-visita-zonas-afectadas-pelo-ciclone,"O Presidente da República, Filipe Jacinto Nyusi, encurta a sua visita de Estado que vinha efectuando de 15 a 17 de Março de 2019, ao Reino de Eswatini, para visitar de 17 a 18 do corrente mês, à região Centro de Moçambique afectada pelo Ciclone Tropical IDAI e cheias.",2019-03-18 07:36:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Pr shortens visit to kingdom of Eswatini and visit areas affected by cyclone,Pr shortens visit to kingdom of Eswatini and visit areas affected by cyclone,['Filipe Jacinto Nyusi'],1,-19.8273,34.8361,Mozambique,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,['Filipe Jacinto Nyusi']
PR SOBREVOA ÁREAS INUNDADAS: Região...,http://www.jornalnoticias.co.mz/index.php/2018-05-04-10-20-41/87863-pr-sobrevoa-areas-inundadas-regiao-centro-contabiliza-84-mortos-e-1-500-feridos,"O número de mortos subiu para 84 e o de feridos para 1.500, segundo o balanço preliminar dos danos causados pelo ciclone tropical Idai, no centro do país. Entretanto, o Presidente da República, Filipe Nyusi, está a sobrevoar as áreas inundadas para se inteirar do nível dos danos.",2019-03-18 04:41:00,pt,NaturalDisasters,"['AgricultureRuralDevelopment', 'NaturalDisasters']",-19.8273 34.8361,Pr overflies flood-affected areas: region...,Pr overflies flood-affected areas: region...,"['Leopoldo da Costa', 'Max Tonela', 'Instituto Nacional de Meteorologia', 'Celso Correia', 'Filipe Nyusi', 'Silva Dunduro']",1,-19.8273,34.8361,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Leopoldo da Costa', 'Max Tonela', 'Instituto Nacional de Meteorologia', 'Celso Correia', 'Filipe Nyusi', 'Silva Dunduro']"
Instituições albergam vítimas na Be...,http://www.jornalnoticias.co.mz/index.php/capital/beira/87865-instituicoes-albergam-vitimas,"Algumas escolas e instituições públicas e privadas transformaram-se em locais de acomodação das vítimas do ciclone tropical Idai, que fustigou nos últimos dias a zona Centro, particularmente a cidade da Beira, desalojando milhares de pessoas. As escolas primárias do Ndunda e Agostinho Neto, por....",2019-03-18 04:41:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Housing institutions victims in Be...,Housing institutions victims in Be...,"['Emanuel Chaves', 'Instituto Nacional de Meteorologia', 'Agostinho Neto', 'Filipe Nyusi', 'Daviz Simango']",1,-19.8273,34.8361,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Emanuel Chaves', 'Instituto Nacional de Meteorologia', 'Agostinho Neto', 'Filipe Nyusi', 'Daviz Simango']"
"Cyclone Idai batters Zimbabwe, at least 31 people dead",https://www.thezimbabwemail.com/zimbabwe/cyclone-idai-batters-zimbabwe-at-least-31-people-dead/,"HARARE (Reuters) – At least 31 people have died in eastern Zimbabwe while dozens were missing as homes and bridges were swept away by a tropical storm, state television reported on Saturday. Cyclone Idai, which brought floodwater and destruction to areas of Mozambique and Malawi, hit Zimbabwe on Friday, cutting off power and communications.",2019-03-17 19:45:00,en,NaturalDisasters,"['NaturalDisasters', 'UNbodies']",-17.8593282090648 31.0650448216921,Housing institutions victims in Be...,Housing institutions victims in Be...,"['United Nations', 'Joshua Sacco']",2,-17.8593282090648,31.0650448216921,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['United Nations', 'Joshua Sacco', 'United Nations', 'Joshua Sacco']"
"Mliswa Kicks Off Cyclone Idai Donations With Own USD2,000",https://www.zimeye.net/2019/03/17/mliswa-kicks-off-cyclone-idai-donations-with-own-usd2000/,"Own Correspondent| NORTON member of the House of Assembly Temba Mliswa (INDEPENDENT) has launched a campaign to raise donations to victims of Cyclone Idai which ravaged the eastern highlands of Zimbabwe. To kick off the campaign, Mliswa donated his own US$2,000 to the fund.",2019-03-17 17:27:00,en,NaturalDisasters,['NaturalDisasters'],50.8434 -0.163649,Housing institutions victims in Be...,Housing institutions victims in Be...,['Temba Mliswa'],1,50.8434,-0.163649,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Temba Mliswa']
Nyusi exorta dirigentes a priorizarem ajuda humanitária em Sofala,http://opais.sapo.mz/nyusi-exorta-dirigentes-a-priorizarem-ajuda-humanitaria-em-sofala-,"Já era do conhecimento público que o Presidente da República interrompeu a visita ao Reino de Eswathini, devido aos danos causados pelo ciclone Idai no Centro do país. Para se inteirar de perto sobre a catástrofe, Filipe Nyusi foi, na manhã deste domingo, a cidade da Beira, a mais devastada pelo IDAI.",2019-03-17 17:07:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Nyusi urges leaders to priorizarem humanitarian aid in sofala,Nyusi urges leaders to priorizarem humanitarian aid in sofala,['Filipe Nyusi'],1,-19.8273,34.8361,Mozambique,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,['Filipe Nyusi']
Road network badly damaged by cyclone,https://bulawayo24.com/news/national/158405,"The country's road network has been badly damaged mostly in Manicaland province, where Tropical Cyclone Idai has ravaged Chipinge and Chimanimani districts. While the rainfall has eased this Sunday morning, most travellers are stranded and cannot travel in or out the two districts, with several bridges having been swept away.",2019-03-17 16:24:00,en,NaturalDisasters,['NaturalDisasters'],-19.0611643909813 32.3975133576342,Nyusi urges leaders to priorizarem humanitarian aid in sofala,Nyusi urges leaders to priorizarem humanitarian aid in sofala,[],2,-19.0611643909813,32.3975133576342,Zimbabwe,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,[]
Pacheco dá continuidade à agenda do Presidente da República em Eswatini 57 m,http://opais.sapo.mz/pacheco-da-continuidade-a-agenda-do-presidente-da-republica-em-eswatini,O Ministro dos Negócios Estrangeiros e Cooperação deu continuidade à agenda do Presidente da República em Eswatini e dirigiu o encontro com a comunidade moçambicana e explicou que o Chefe de Estado não adiou a viagem àquele reino porque já havia sido adiado antes e que não havia acesso nem por terra nem por ar às zonas afectadas pelo ciclone Idai.,2019-03-17 14:49:00,pt,NaturalDisasters,['NaturalDisasters'],-25.5353164702334 32.4522463098065,Pacheco continues the agenda of the president of the republic in Eswatini 57 m,Pacheco continues the agenda of the president of the republic in Eswatini 57 m,"['Jose Pacheco', 'Filipe Nyusi']",1,-25.5353164702334,32.4522463098065,Mozambique,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,"['Jose Pacheco', 'Filipe Nyusi']"
Pacheco dá continuidade à agenda do Presidente da República em Eswatin 06 m,http://opais.sapo.mz/pacheco-da-continuidade-a-agenda-do-presidente-da-republica-em-eswatin,O Ministro dos Negócios Estrangeiros e Cooperação deu continuidade à agenda do Presidente da República em Eswatini e dirigiu o encontro com a comunidade moçambicana e explicou que o Chefe de Estado não adiou a viagem àquele reino porque já havia sido adiado antes e que não havia acesso nem por terra nem por ar às zonas afectadas pelo ciclone Idai.,2019-03-17 14:04:00,pt,NaturalDisasters,['NaturalDisasters'],-26.5508392317103 31.2329793828156,Pacheco continues the agenda of the president of the republic in Eswatin 06 m,Pacheco continues the agenda of the president of the republic in Eswatin 06 m,"['Jose Pacheco', 'Filipe Nyusi']",1,-26.5508392317103,31.2329793828156,Swaziland,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,"['Jose Pacheco', 'Filipe Nyusi']"
